,Unnamed: 0,Cell_id,General_area,Sub_area,Layer,Dendrite_type,Hemisphere,cell_reporter_status,line_name,Database,Experiment,Animal,Recording_Temperature,Exc_Inh,Exc_Inh_FT,Cell_type,Layer_second,Donor_id
40,40,mouse_2016.03.28_cell_3,VIS,VISp,Unknown,Unknown,Unknown,Unknown,Unknown,NVC_DB,In_Vivo,Mouse,Physiological temperature,--,--,--,--,mouse_2016.03.28
